Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.6,1.984,4.758
3,-5.5,1.925,5.405
4,-5.5,1.844,6.536
5,-5.5,1.813,5.591
6,-5.2,1.720,5.871
7,-5.2,5.293,7.585
8,-5.2,1.984,5.961
9,-5.2,2.086,5.974
