Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.9,0.000,0.000
2,-6.4,8.062,11.518
3,-6.4,1.144,2.277
4,-6.3,4.698,8.369
5,-6.1,5.198,9.500
6,-6.0,2.457,5.827
7,-6.0,2.386,3.810
8,-6.0,6.611,10.583
9,-6.0,1.993,3.361
