Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.8,3.115,8.404
3,-5.8,3.261,7.783
4,-5.7,4.484,8.781
5,-5.7,3.760,8.514
6,-5.6,3.241,4.030
7,-5.5,3.361,4.449
8,-5.4,3.259,8.297
9,-5.4,3.101,5.012
