Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.6,0.000,0.000
2,-6.5,1.238,3.749
3,-6.3,5.611,9.497
4,-6.3,2.368,4.443
5,-6.1,1.084,1.173
6,-6.1,1.912,2.614
7,-6.1,2.099,2.641
8,-6.0,4.182,8.749
9,-6.0,3.810,5.881
