Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.5,0.000,0.000
2,-6.2,4.819,8.627
3,-6.1,4.951,8.543
4,-6.0,10.495,14.210
5,-6.0,4.671,7.131
6,-6.0,4.463,6.909
7,-5.9,4.977,6.706
8,-5.9,3.971,7.983
9,-5.8,4.176,8.155
