Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.0,0.000,0.000
2,-4.9,2.390,2.968
3,-4.9,2.414,2.958
4,-4.8,1.945,2.930
5,-4.8,4.170,5.247
6,-4.6,6.023,8.145
7,-4.6,1.681,1.827
8,-4.5,5.488,7.277
9,-4.5,2.158,3.164
