Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.0,0.000,0.000
2,-5.9,1.258,2.018
3,-5.8,3.045,4.610
4,-5.7,1.236,1.877
5,-5.7,6.926,9.870
6,-5.7,1.686,2.852
7,-5.6,2.073,2.713
8,-5.6,8.105,10.279
9,-5.6,5.953,9.375
