Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.9,0.000,0.000
2,-4.8,1.542,4.676
3,-4.7,1.509,2.462
4,-4.7,2.198,3.126
5,-4.6,1.909,5.178
6,-4.6,2.207,5.842
7,-4.5,1.430,2.300
8,-4.5,1.945,3.515
9,-4.5,1.851,5.478
