Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.3,7.456,11.138
3,-6.2,1.813,6.638
4,-6.1,2.582,6.032
5,-6.1,2.363,5.999
6,-5.7,5.229,8.150
7,-5.7,2.954,8.255
8,-5.7,7.401,10.134
9,-5.6,4.140,7.414
