Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.0,0.000,0.000
2,-6.9,2.372,3.808
3,-6.8,1.184,2.053
4,-6.7,3.250,9.575
5,-6.5,5.725,10.114
6,-6.5,3.604,5.295
7,-6.4,3.487,9.259
8,-6.4,1.872,2.851
9,-6.3,2.451,3.691
