Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.4,0.000,0.000
2,-6.3,7.713,10.952
3,-6.2,1.398,2.591
4,-6.1,2.593,3.724
5,-6.0,2.205,3.323
6,-6.0,3.327,8.510
7,-6.0,2.606,3.911
8,-6.0,6.886,10.369
9,-5.9,3.856,5.248
