Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.4,0.000,0.000
2,-5.3,15.147,16.012
3,-5.1,14.006,15.404
4,-5.1,12.730,14.418
5,-5.0,2.676,3.667
6,-5.0,2.210,5.839
7,-4.9,10.534,12.501
8,-4.9,2.442,5.540
9,-4.9,2.735,3.770
