Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.5,0.000,0.000
2,-5.2,10.692,12.598
3,-5.2,4.563,7.209
4,-5.1,3.681,5.068
5,-5.1,1.842,2.669
6,-5.1,3.660,4.420
7,-5.0,8.402,10.412
8,-5.0,1.854,3.476
9,-5.0,4.204,6.100
