Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.6,1.133,1.669
3,-5.1,2.374,2.983
4,-5.1,8.939,12.006
5,-4.8,13.529,15.698
6,-4.8,1.719,1.894
7,-4.6,3.297,6.288
8,-4.5,3.252,7.117
9,-4.5,4.009,7.219
