Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.8,4.869,8.710
3,-5.7,1.467,2.475
4,-5.7,23.372,26.642
5,-5.7,1.537,3.321
6,-5.6,2.563,3.647
7,-5.6,5.119,9.069
8,-5.6,3.527,6.922
9,-5.5,3.543,7.381
