Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.7,0.000,0.000
2,-6.6,0.553,10.864
3,-6.6,1.515,2.084
4,-6.5,0.957,10.765
5,-6.3,2.421,10.954
6,-6.3,2.278,3.265
7,-5.9,2.144,10.849
8,-5.9,2.491,10.792
9,-5.9,4.303,12.825
