Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.5,0.000,0.000
2,-4.4,8.317,8.489
3,-4.3,0.902,2.383
4,-4.3,8.322,8.579
5,-4.2,2.110,3.017
6,-3.8,1.788,2.406
7,-3.8,2.884,3.967
8,-3.6,3.118,3.395
9,-3.5,3.384,4.156
