Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.7,0.000,0.000
2,-5.6,5.842,8.271
3,-5.6,2.282,3.571
4,-5.6,5.053,6.522
5,-5.5,3.012,4.043
6,-5.5,2.583,7.272
7,-5.4,4.430,8.733
8,-5.3,6.145,8.522
9,-5.3,2.069,7.197
