Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.6,0.000,0.000
2,-6.5,1.784,2.556
3,-6.4,1.755,3.196
4,-6.3,4.081,7.010
5,-6.3,3.055,6.307
6,-6.3,2.932,4.722
7,-6.2,0.539,2.195
8,-6.2,1.969,2.981
9,-6.2,3.220,6.633
