Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.0,0.000,0.000
2,-6.6,8.784,11.060
3,-6.6,4.154,8.373
4,-6.4,8.601,9.759
5,-6.3,3.432,4.277
6,-6.2,7.804,11.344
7,-6.2,7.977,8.994
8,-5.9,8.756,11.482
9,-5.9,7.224,9.295
