Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.5,0.000,0.000
2,-5.4,3.520,6.291
3,-5.4,2.825,6.286
4,-5.4,4.154,7.283
5,-5.3,2.140,2.865
6,-5.3,3.253,5.370
7,-5.2,3.801,6.313
8,-5.0,8.671,11.503
9,-5.0,1.968,5.036
