Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.7,0.000,0.000
2,-6.6,4.539,7.670
3,-6.6,6.912,9.893
4,-6.6,4.123,8.551
5,-6.6,3.714,7.175
6,-6.5,6.318,9.579
7,-6.5,2.978,5.382
8,-6.5,7.422,10.551
9,-6.5,2.889,4.480
