Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.4,0.000,0.000
2,-6.3,4.522,8.181
3,-6.2,3.713,5.730
4,-6.2,4.170,5.928
5,-6.1,3.726,5.595
6,-6.1,8.199,12.342
7,-6.0,8.938,12.537
8,-6.0,4.280,8.216
9,-6.0,9.040,12.537
