Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.6,0.000,0.000
2,-6.5,6.232,10.462
3,-6.5,5.956,10.270
4,-6.5,2.782,4.135
5,-6.5,3.256,8.334
6,-6.4,3.750,8.674
7,-6.4,3.433,9.127
8,-6.3,4.708,10.302
9,-6.3,2.983,4.725
